session_id,label,ts,source,scenario_id,attack_subtype,label_method,observation_count,mean_interval,std_interval,cv
c2_0,1,1789226351.8943515,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,3,4.8288,0.3372,0.0698
c2_0,1,1789226352.1143515,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,3,4.8288,0.3372,0.0698
c2_0,1,1789226352.3343518,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,3,4.8288,0.3372,0.0698
c2_0,1,1789226352.5543518,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,3,4.8288,0.3372,0.0698
c2_0,1,1789226352.7743518,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,3,4.8288,0.3372,0.0698
c2_0,1,1789226352.994352,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,3,4.8288,0.3372,0.0698
c2_0,1,1789226353.214352,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,3,4.8288,0.3372,0.0698
c2_0,1,1789226353.434352,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,3,4.8288,0.3372,0.0698
c2_0,1,1789226353.654352,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,3,4.8288,0.3372,0.0698
c2_0,1,1789226353.874352,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,3,4.8288,0.3372,0.0698
c2_0,1,1789226354.094352,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,3,4.8288,0.3372,0.0698
c2_0,1,1789226354.314352,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,3,4.8288,0.3372,0.0698
c2_0,1,1789226354.534352,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,3,4.8288,0.3372,0.0698
c2_0,1,1789226354.754352,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,3,4.8288,0.3372,0.0698
c2_0,1,1789226354.974352,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,3,4.8288,0.3372,0.0698
c2_0,1,1789226355.194352,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,3,4.8288,0.3372,0.0698
c2_0,1,1789226355.4143522,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,3,4.8288,0.3372,0.0698
c2_0,1,1789226355.6343522,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,3,4.8288,0.3372,0.0698
c2_0,1,1789226355.8543522,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,3,4.8288,0.3372,0.0698
c2_0,1,1789226356.0743525,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,3,4.8288,0.3372,0.0698
c2_0,1,1789226356.2943523,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,4,4.6587,0.3656,0.0785
c2_0,1,1789226356.5143523,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,4,4.6587,0.3656,0.0785
c2_0,1,1789226356.7343524,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,4,4.6587,0.3656,0.0785
c2_0,1,1789226356.9543524,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,4,4.6587,0.3656,0.0785
c2_0,1,1789226357.1743524,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,4,4.6587,0.3656,0.0785
c2_0,1,1789226357.3943524,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,4,4.6587,0.3656,0.0785
c2_0,1,1789226357.6143525,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,4,4.6587,0.3656,0.0785
c2_0,1,1789226357.8343525,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,4,4.6587,0.3656,0.0785
c2_0,1,1789226358.0543523,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,4,4.6587,0.3656,0.0785
c2_0,1,1789226358.2743526,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,4,4.6587,0.3656,0.0785
c2_0,1,1789226358.4943526,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,4,4.6587,0.3656,0.0785
c2_0,1,1789226358.7143526,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,4,4.6587,0.3656,0.0785
c2_0,1,1789226358.9343526,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,4,4.6587,0.3656,0.0785
c2_0,1,1789226359.154353,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,4,4.6587,0.3656,0.0785
c2_0,1,1789226359.3743527,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,4,4.6587,0.3656,0.0785
c2_0,1,1789226359.5943527,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,4,4.6587,0.3656,0.0785
c2_0,1,1789226359.8143528,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,4,4.6587,0.3656,0.0785
c2_0,1,1789226360.0343528,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,4,4.6587,0.3656,0.0785
c2_0,1,1789226360.2543528,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,4,4.6587,0.3656,0.0785
c2_0,1,1789226360.4743528,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,4,4.6587,0.3656,0.0785
c2_0,1,1789226360.6943529,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,4,4.6587,0.3656,0.0785
c2_0,1,1789226360.914353,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,4,4.6587,0.3656,0.0785
c2_0,1,1789226361.134353,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,4,4.6587,0.3656,0.0785
c2_0,1,1789226361.354353,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,4,4.6587,0.3656,0.0785
