session_id,label,ts,source,scenario_id,attack_subtype,label_method,observation_count,mean_interval,std_interval,cv
c2_real_sogou48_147.32.84.165_61.135.188.210_80,1,1313495797.5556366,real_public_dataset,c2_real_ctu13_sogou48,periodic_beacon,dataset_ground_truth,3,6.391,0.5932,0.0928
c2_real_sogou48_147.32.84.165_61.135.188.210_80,1,1313495797.7756367,real_public_dataset,c2_real_ctu13_sogou48,periodic_beacon,dataset_ground_truth,3,6.391,0.5932,0.0928
c2_real_sogou48_147.32.84.165_61.135.188.210_80,1,1313495797.9956367,real_public_dataset,c2_real_ctu13_sogou48,periodic_beacon,dataset_ground_truth,4,4.4226,2.8256,0.6389
c2_real_sogou48_147.32.84.165_61.135.188.210_80,1,1313495798.2156367,real_public_dataset,c2_real_ctu13_sogou48,periodic_beacon,dataset_ground_truth,4,4.4226,2.8256,0.6389
c2_real_sogou48_147.32.84.165_61.135.188.210_80,1,1313495798.4356368,real_public_dataset,c2_real_ctu13_sogou48,periodic_beacon,dataset_ground_truth,4,4.4226,2.8256,0.6389
c2_real_sogou48_147.32.84.165_61.135.188.210_80,1,1313495798.6556368,real_public_dataset,c2_real_ctu13_sogou48,periodic_beacon,dataset_ground_truth,4,4.4226,2.8256,0.6389
c2_real_sogou48_147.32.84.165_61.135.188.210_80,1,1313495798.8756368,real_public_dataset,c2_real_ctu13_sogou48,periodic_beacon,dataset_ground_truth,4,4.4226,2.8256,0.6389
c2_real_sogou48_147.32.84.165_61.135.188.210_80,1,1313495799.0956368,real_public_dataset,c2_real_ctu13_sogou48,periodic_beacon,dataset_ground_truth,4,4.4226,2.8256,0.6389
c2_real_sogou48_147.32.84.165_61.135.188.210_80,1,1313495799.3156369,real_public_dataset,c2_real_ctu13_sogou48,periodic_beacon,dataset_ground_truth,4,4.4226,2.8256,0.6389
c2_real_sogou48_147.32.84.165_61.135.188.210_80,1,1313495799.535637,real_public_dataset,c2_real_ctu13_sogou48,periodic_beacon,dataset_ground_truth,4,4.4226,2.8256,0.6389
c2_real_sogou48_147.32.84.165_61.135.188.210_80,1,1313495799.755637,real_public_dataset,c2_real_ctu13_sogou48,periodic_beacon,dataset_ground_truth,4,4.4226,2.8256,0.6389
c2_real_sogou48_147.32.84.165_61.135.188.210_80,1,1313495799.975637,real_public_dataset,c2_real_ctu13_sogou48,periodic_beacon,dataset_ground_truth,4,4.4226,2.8256,0.6389
c2_real_sogou48_147.32.84.165_61.135.188.210_80,1,1313495800.195637,real_public_dataset,c2_real_ctu13_sogou48,periodic_beacon,dataset_ground_truth,4,4.4226,2.8256,0.6389
c2_real_sogou48_147.32.84.165_61.135.188.210_80,1,1313495800.415637,real_public_dataset,c2_real_ctu13_sogou48,periodic_beacon,dataset_ground_truth,4,4.4226,2.8256,0.6389
c2_real_sogou48_147.32.84.165_61.135.188.210_80,1,1313495800.635637,real_public_dataset,c2_real_ctu13_sogou48,periodic_beacon,dataset_ground_truth,4,4.4226,2.8256,0.6389
c2_real_sogou48_147.32.84.165_61.135.188.210_80,1,1313495800.855637,real_public_dataset,c2_real_ctu13_sogou48,periodic_beacon,dataset_ground_truth,4,4.4226,2.8256,0.6389
c2_real_sogou48_147.32.84.165_61.135.188.210_80,1,1313495801.075637,real_public_dataset,c2_real_ctu13_sogou48,periodic_beacon,dataset_ground_truth,4,4.4226,2.8256,0.6389
c2_real_sogou48_147.32.84.165_61.135.188.210_80,1,1313495801.2956371,real_public_dataset,c2_real_ctu13_sogou48,periodic_beacon,dataset_ground_truth,4,4.4226,2.8256,0.6389
c2_real_sogou48_147.32.84.165_61.135.188.210_80,1,1313495801.5156372,real_public_dataset,c2_real_ctu13_sogou48,periodic_beacon,dataset_ground_truth,4,4.4226,2.8256,0.6389
c2_real_sogou48_147.32.84.165_61.135.188.210_80,1,1313495801.7356372,real_public_dataset,c2_real_ctu13_sogou48,periodic_beacon,dataset_ground_truth,4,4.4226,2.8256,0.6389
c2_real_sogou48_147.32.84.165_61.135.188.210_80,1,1313495801.9556372,real_public_dataset,c2_real_ctu13_sogou48,periodic_beacon,dataset_ground_truth,4,4.4226,2.8256,0.6389
c2_real_sogou48_147.32.84.165_61.135.188.210_80,1,1313495802.1756372,real_public_dataset,c2_real_ctu13_sogou48,periodic_beacon,dataset_ground_truth,4,4.4226,2.8256,0.6389
